 4911 scp	Changed stat   /private/var/root/out.exec	
 4860 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.ogz2AWJo	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1720130734502461168310318436620888092241 
 4860 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1720130734502461168315665596896695762010	
 4939 ReportCrash	Created        /private/var/tmp/cy-ThfMDp.dylib	
 4939 ReportCrash	Deleted        /private/var/tmp/cy-ThfMDp.dylib	
 4939 ReportCrash	Modified       /private/var/tmp/cy-ThfMDp.dylib	
 4939 ReportCrash	Created        /private/var/tmp/cy-i8smOL.dylib	
 4939 ReportCrash	Deleted        /private/var/tmp/cy-i8smOL.dylib	
 4939 ReportCrash	Modified       /private/var/tmp/cy-i8smOL.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-aanyPE.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-aanyPE.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-aanyPE.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-JkHFiu.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-JkHFiu.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-JkHFiu.dylib	
 4939 ReportCrash	Created        /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-11-01-110213.ips	
 4939 ReportCrash	Changed xattr  /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-11-01-110213.ips	
 4939 ReportCrash	Modified       /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-11-01-110213.ips	
 4939 ReportCrash	Renamed        /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-11-01-110213.ips	/private/var/mobile/Library/Logs/CrashReporter/sharingd-2018-11-01-110213.ips 
 4939 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4941 sharingd	Created        /private/var/tmp/cy-tj8vFa.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-tj8vFa.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-tj8vFa.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-zJufXz.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-zJufXz.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-zJufXz.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-zWavv3.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-zWavv3.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-zWavv3.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-WjYocx.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-WjYocx.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-WjYocx.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-YMIdpv.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-YMIdpv.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-YMIdpv.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-BPvFR6.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-BPvFR6.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-BPvFR6.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-UJCo9Z.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-UJCo9Z.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-UJCo9Z.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-yuWEh2.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-yuWEh2.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-yuWEh2.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-WYaWvS.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-WYaWvS.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-WYaWvS.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-jCizYG.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-jCizYG.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-jCizYG.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-H0Sqo4.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-H0Sqo4.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-H0Sqo4.dylib	
 4941 sharingd	Created        /private/var/tmp/cy-gGYCg8.dylib	
 4941 sharingd	Deleted        /private/var/tmp/cy-gGYCg8.dylib	
 4941 sharingd	Modified       /private/var/tmp/cy-gGYCg8.dylib	
  487 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/B681CD17351FE8C7FD6CC6BD10C7A65AA69A20C4	
  487 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1sAXTT	
  487 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1sAXTT	
  487 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/B681CD17351FE8C7FD6CC6BD10C7A65AA69A20C4	
  487 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1ZZcFZ	
  487 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1ZZcFZ	
  487 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1ZZcFZ	
  487 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1ZZcFZ	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  487 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  487 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1sAXTT	
  487 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.1sAXTT	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  487 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.P0Rf6n9	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.P0Rf6n9	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.P0Rf6n9	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.P0Rf6n9	/private/var/mobile/Library/Preferences/com.apple.coreduetd.plist 
 4945 xpcproxy	Created        /private/var/tmp/cy-lLj6hz.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-lLj6hz.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-lLj6hz.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-Q5GLNv.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-Q5GLNv.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-Q5GLNv.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-VDbFBz.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-VDbFBz.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-VDbFBz.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-q8DeO0.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-q8DeO0.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-q8DeO0.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-Ynjax7.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-Ynjax7.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-Ynjax7.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-71Eyji.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-71Eyji.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-71Eyji.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-4bjC2G.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-4bjC2G.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-4bjC2G.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-f5Cc7q.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-f5Cc7q.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-f5Cc7q.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-nA9q2T.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-nA9q2T.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-nA9q2T.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-y7hal7.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-y7hal7.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-y7hal7.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-JwB7M0.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-JwB7M0.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-JwB7M0.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-q50NYz.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-q50NYz.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-q50NYz.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-j60OfI.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-j60OfI.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-j60OfI.dylib	
 4945 xpcproxy	Created        /private/var/tmp/cy-SQMXhh.dylib	
 4945 xpcproxy	Deleted        /private/var/tmp/cy-SQMXhh.dylib	
 4945 xpcproxy	Modified       /private/var/tmp/cy-SQMXhh.dylib	
 4939 ReportCrash	Created        /private/var/mobile/Library/Logs/CrashReporter/.wcd-2018-11-01-110215.ips	
 4939 ReportCrash	Changed xattr  /private/var/mobile/Library/Logs/CrashReporter/.wcd-2018-11-01-110215.ips	
 4939 ReportCrash	Modified       /private/var/mobile/Library/Logs/CrashReporter/.wcd-2018-11-01-110215.ips	
 4939 ReportCrash	Renamed        /private/var/mobile/Library/Logs/CrashReporter/.wcd-2018-11-01-110215.ips	/private/var/mobile/Library/Logs/CrashReporter/wcd-2018-11-01-110215.ips 
 4939 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
  487 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B/Uploads	
  487 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  487 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.5iKgdi	
  487 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.5iKgdi	
  487 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.5iKgdi	
  487 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.5iKgdi	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  487 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  487 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  487 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.9TL8Ji	
  487 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.9TL8Ji	
  487 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  487 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.9TL8Ji	
  487 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.9TL8Ji	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  487 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  487 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.0goRqc	
  487 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.0goRqc	
  487 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.0goRqc	
  487 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.0goRqc	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  487 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  487 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  487 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.xeViDX	
  487 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.xeViDX	
  487 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.xeViDX	
  487 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync01e7.xeViDX	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  487 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  487 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B/Uploads	
 4948 xpcproxy	Created        /private/var/tmp/cy-PAcIvW.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-PAcIvW.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-PAcIvW.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-9kTpWm.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-9kTpWm.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-9kTpWm.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-Or7OVR.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-Or7OVR.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-Or7OVR.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-U4UIok.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-U4UIok.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-U4UIok.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-bGIJ7R.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-bGIJ7R.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-bGIJ7R.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-2wmvHc.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-2wmvHc.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-2wmvHc.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-EmlK5L.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-EmlK5L.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-EmlK5L.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-AAKj1n.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-AAKj1n.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-AAKj1n.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-suJTgA.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-suJTgA.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-suJTgA.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-L2q0Oc.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-L2q0Oc.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-L2q0Oc.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-zjNng1.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-zjNng1.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-zjNng1.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-PpaPX9.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-PpaPX9.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-PpaPX9.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-TA5Y9m.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-TA5Y9m.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-TA5Y9m.dylib	
 4948 xpcproxy	Created        /private/var/tmp/cy-gsoK70.dylib	
 4948 xpcproxy	Deleted        /private/var/tmp/cy-gsoK70.dylib	
 4948 xpcproxy	Modified       /private/var/tmp/cy-gsoK70.dylib	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj47B02B907	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj47B02B907	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj47B02B907	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjAF65A6973	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjAF65A6973	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjAF65A6973	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.8icBI9O	/private/var/mobile/Library/Preferences/com.apple.coreduetd.plist 
 4951 xpcproxy	Created        /private/var/tmp/cy-X6YYo0.dylib	
 4951 xpcproxy	Deleted        /private/var/tmp/cy-X6YYo0.dylib	
 4951 xpcproxy	Modified       /private/var/tmp/cy-X6YYo0.dylib	
 4951 xpcproxy	Created        /private/var/tmp/cy-I2mM93.dylib	
 4951 xpcproxy	Deleted        /private/var/tmp/cy-I2mM93.dylib	
 4951 xpcproxy	Modified       /private/var/tmp/cy-I2mM93.dylib	
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	
  409 syslogd	Modified       /private/var/mobile/Library/Logs/CrashReporter/DiagnosticLogs/SoftwareUpdateBridge.log.2018-11-01T10:48:29+2	
  409 syslogd	Modified       /private/var/mobile/Library/Logs/CrashReporter/DiagnosticLogs/com.apple.aggregated.2018-11-01T10:48:28+2	
  409 syslogd	Modified       /private/var/mobile/Library/Logs/CrashReporter/DiagnosticLogs/SoftwareUpdateServices.log.2018-11-01T10:52:26+2	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.RMSgJJH	/private/var/mobile/Library/Preferences/com.apple.coreduetd.plist 
 4954 xpcproxy	Created        /private/var/tmp/cy-6ghxkE.dylib	
 4954 xpcproxy	Deleted        /private/var/tmp/cy-6ghxkE.dylib	
 4954 xpcproxy	Modified       /private/var/tmp/cy-6ghxkE.dylib	
 4954 xpcproxy	Created        /private/var/tmp/cy-TXpWCS.dylib	
 4954 xpcproxy	Deleted        /private/var/tmp/cy-TXpWCS.dylib	
 4954 xpcproxy	Modified       /private/var/tmp/cy-TXpWCS.dylib	
 4957 iaptransportd	Created        /private/var/tmp/cy-ImI8O0.dylib	
 4957 iaptransportd	Deleted        /private/var/tmp/cy-ImI8O0.dylib	
 4957 iaptransportd	Modified       /private/var/tmp/cy-ImI8O0.dylib	
 4957 iaptransportd	Created        /private/var/tmp/cy-jYSTFQ.dylib	
 4957 iaptransportd	Deleted        /private/var/tmp/cy-jYSTFQ.dylib	
 4939 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4957 iaptransportd	Modified       /private/var/tmp/cy-jYSTFQ.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-WQgF0u.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-WQgF0u.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-WQgF0u.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-gcqY9P.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-gcqY9P.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-gcqY9P.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-fR3q8e.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-fR3q8e.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-fR3q8e.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-LAZs8c.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-LAZs8c.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-LAZs8c.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-fAPN5S.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-fAPN5S.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-fAPN5S.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-vLdkLO.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-vLdkLO.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-vLdkLO.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-byUfJ7.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-byUfJ7.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-byUfJ7.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-4FMNMB.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-4FMNMB.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-4FMNMB.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-ATgRks.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-ATgRks.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-ATgRks.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-0OuPHw.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-0OuPHw.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-0OuPHw.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-WpYpjx.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-WpYpjx.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-WpYpjx.dylib	
 4954 iap2d	Created        /private/var/tmp/cy-ndIRPh.dylib	
 4954 iap2d	Deleted        /private/var/tmp/cy-ndIRPh.dylib	
 4954 iap2d	Modified       /private/var/tmp/cy-ndIRPh.dylib	
 4939 	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4960 ReportCrash	Created        /private/var/tmp/cy-ZAGXsi.dylib	
 4960 ReportCrash	Deleted        /private/var/tmp/cy-ZAGXsi.dylib	
 4960 ReportCrash	Modified       /private/var/tmp/cy-ZAGXsi.dylib	
 4960 ReportCrash	Created        /private/var/tmp/cy-RTEDlR.dylib	
 4960 ReportCrash	Deleted        /private/var/tmp/cy-RTEDlR.dylib	
 4960 ReportCrash	Modified       /private/var/tmp/cy-RTEDlR.dylib	
 4960 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4963 xpcproxy	Created        /private/var/tmp/cy-n33Bmb.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-n33Bmb.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-n33Bmb.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-ZL7mmm.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-ZL7mmm.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-ZL7mmm.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-MSvdBQ.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-MSvdBQ.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-MSvdBQ.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-qM3Xqn.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-qM3Xqn.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-qM3Xqn.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-rmdh54.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-rmdh54.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-rmdh54.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-F58eQx.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-F58eQx.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-F58eQx.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-CAI98a.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-CAI98a.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-CAI98a.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-qYCgnp.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-qYCgnp.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-qYCgnp.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-FzsERX.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-FzsERX.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-FzsERX.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-oe1S6n.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-oe1S6n.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-oe1S6n.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-F0XPJT.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-F0XPJT.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-F0XPJT.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-0WBsje.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-0WBsje.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-0WBsje.dylib	
